RO_wout20min_mitotic	RO_wout20min_mitotic

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_1.lif - Series003_Crop003Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
1	164	80	49	1782.8367	1050	4344	87359	35909	3294
2	209	87	49	1988.2041	1077	4982	97422	44649	3905
3	160	89	49	1916.7959	948	4618	93923	47471	3670
4	175	94	49	1788.7347	1059	4423	87648	35757	3364
5	145	98	49	2506.3061	977	7445	122809	74936	6468
6	202	97	49	1639.2857	1060	3314	80325	28385	2254
7	173	103	49	1639.4286	1101	3725	80332	26383	2624
8	223	120	49	2043.8776	1211	4910	100150	40811	3699
9	183	122	49	1870.3265	1055	4290	91646	39951	3235
10	163	132	49	2032.8367	1101	4462	99609	45660	3361
11	250	132	49	1740.0408	964	3940	85262	38026	2976
12	265	132	49	1748.1837	1002	3833	85661	36563	2831
13	175	141	49	2091.4286	1122	3991	102480	47502	2869
14	148	143	49	1846.2449	1033	4486	90466	39849	3453
15	157	145	49	2078	1166	5441	101822	44688	4275
16	211	146	49	2026.2041	1073	4714	99284	46707	3641
17	225	145	49	1999.3061	1114	4578	97966	43380	3464
18	165	147	49	1900.7551	1122	3598	93137	38159	2476
19	178	148	49	1866.5102	1095	3990	91459	37804	2895
20	194	149	49	1914.3061	1071	3706	93801	41322	2635
21	214	155	49	2093.8776	1203	4151	102600	43653	2948
22	145	157	49	2679.9388	1079	5938	131317	78446	4859
23	155	161	49	2211.9592	1008	6015	108386	58994	5007
24	174	163	49	2045.5102	1235	5323	100230	39715	4088
25	188	167	49	2063.6939	965	5798	101121	53836	4833
26	130	167	49	1925.1837	1154	4181	94334	37788	3027
27	151	168	49	1820.6122	1149	4474	89210	32909	3325
28	240	168	49	1720.6531	1026	3963	84312	34038	2937
29	204	171	49	2114.4082	1197	5473	103606	44953	4276
30	179	172	49	2122.1837	1126	5182	103987	48813	4056
31	166	175	49	1693.2449	1010	3498	82969	33479	2488
32	214	183	49	2013.0204	1022	5724	98638	48560	4702
33	195	186	49	1935.6939	1024	3969	94849	44673	2945
34	149	188	49	2035.6122	976	4571	99745	51921	3595
35	179	188	49	2041.7959	1119	4668	100048	45217	3549
36	130	190	49	1920.7959	1101	3654	94119	40170	2553
37	141	191	49	2237.551	1035	5360	109640	58925	4325
38	214	194	49	1846.5918	1131	3940	90483	35064	2809
39	150	195	49	1850.2449	1145	3926	90662	34557	2781
40	196	197	49	1622.0408	1092	2866	79480	25972	1774
41	150	203	49	2173.7551	1154	5732	106514	49968	4578
42	162	202	49	2223.3673	1073	5676	108945	56368	4603
43	164	209	49	2240.0408	1187	5961	109762	51599	4774
44	213	210	49	1840.2653	1176	2864	90173	32549	1688
45	194	217	49	2114.6327	1120	5220	103617	48737	4100
46	146	220	49	1230.5306	914	1910	60296	15510	996
47	197	227	49	1892.7959	1003	4135	92747	43600	3132
48	187	233	49	1912.102	1120	4182	93693	38813	3062
49	173	235	49	1955.898	1004	4688	95839	46643	3684
50	169	242	49	2024.8367	1141	5246	99217	43308	4105

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_2.lif - Series015_Crop002Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
1	74	1	49	2603.1633	1317	7367	127555	63022	6050
2	323	1	49	2718.4694	899	10150	133205	89154	9251
3	309	5	49	2777.8367	1216	8100	136114	76530	6884
4	100	8	49	2881.2245	1126	9949	141180	86006	8823
5	326	9	49	2324.2653	1061	7739	113889	61900	6678
6	323	22	49	2464.7143	868	8349	120771	78239	7481
7	267	23	49	2810.1224	1152	9217	137696	81248	8065
8	315	35	49	4727.9388	1087	18337	231669	178406	17250
9	316	74	49	2977.4286	945	10620	145894	99589	9675
10	188	94	49	1863.2041	958	5077	91297	44355	4119
11	217	98	49	1470.8571	917	2770	72072	27139	1853
12	199	104	49	1968.1224	1132	5120	96438	40970	3988
13	186	107	49	1868.6939	1047	4763	91566	40263	3716
14	221	107	49	1869.8163	1105	4354	91621	37476	3249
15	193	112	49	1491.6327	945	2784	73090	26785	1839
16	220	118	49	1947.0612	1142	4060	95406	39448	2918
17	183	121	49	2468.449	1196	4613	120954	62350	3417
18	213	123	49	1920.4694	957	3680	94103	47210	2723
19	223	126	49	1489.3878	1043	2802	72980	21873	1759
20	203	128	49	1646.449	1114	3421	80676	26090	2307
21	176	130	49	2021.9592	1208	3953	99076	39884	2745
22	188	131	49	2322.9796	1159	6389	113826	57035	5230
23	145	137	49	2094.449	1138	4110	102628	46866	2972
24	248	138	49	1953.5714	1046	5994	95725	44471	4948
25	210	141	49	1867.4082	1063	4185	91503	39416	3122
26	240	144	49	1780.0816	994	4306	87224	38518	3312
27	173	146	49	1829.6735	1148	3951	89654	33402	2803
28	199	151	49	2351.4898	1170	6326	115223	57893	5156
29	169	153	49	2051.7347	1098	5333	100535	46733	4235
30	177	157	49	2310.102	1205	4848	113195	54150	3643
31	213	159	49	2585.0408	1204	7511	126667	67671	6307
32	150	161	49	2048.2041	965	4889	100362	53077	3924
33	126	165	49	2127.2041	1197	5397	104233	45580	4200
34	134	166	49	2100.5918	984	5542	102929	54713	4558
35	163	167	49	1964.3878	1083	4567	96255	43188	3484
36	171	173	49	2112	1062	5855	103488	51450	4793
37	187	180	49	2171.7959	1064	5570	106418	54282	4506
38	155	188	49	2054.6122	1098	5511	100676	46874	4413
39	112	190	49	1881.5714	899	4283	92197	48146	3384
40	173	190	49	1704.3673	1065	4058	83514	31329	2993
41	120	193	49	1951.449	1009	5431	95621	46180	4422
42	134	193	49	2885.6122	1032	7797	141395	90827	6765
43	207	200	49	1729.3061	988	3234	84736	36324	2246
44	190	202	49	1874.4082	1035	4546	91846	41131	3511
45	165	221	49	1826.8571	1035	3499	89516	38801	2464

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_2.lif - Series015_Crop003Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
1	136	81	49	2217.3673	963	7481	108651	61464	6518
2	124	95	49	2019.1429	1119	4621	98938	44107	3502
3	156	100	49	2298.2245	1289	7879	112613	49452	6590
4	181	102	49	2455.5102	1087	5628	120320	67057	4541
5	131	103	49	2080.4286	1314	5158	101941	37555	3844
6	123	105	49	2465.9796	1178	7499	120833	63111	6321
7	167	107	49	2183.2449	1174	4992	106979	49453	3818
8	152	110	49	2209.7551	996	6542	108278	59474	5546
9	104	115	49	2057.9592	1218	5528	100840	41158	4310
10	129	114	49	2076.0816	1192	4455	101728	43320	3263
11	142	114	49	1799.2653	1127	3553	88164	32941	2426
12	192	115	49	2301.6122	1176	7579	112779	55155	6403
13	114	121	49	2258.898	1130	5448	110686	55316	4318
14	123	123	49	2176.5306	1039	5059	106650	55739	4020
15	148	124	49	2152.7347	1131	4305	105484	50065	3174
16	86	124	49	1905.102	1009	4820	93350	43909	3811
17	137	126	49	2067.6735	1182	5340	101316	43398	4158
18	178	127	49	2533.9796	1227	8737	124165	64042	7510
19	188	129	49	2463.6939	1198	8013	120721	62019	6815
20	205	134	49	1921.1429	1013	4544	94136	44499	3531
21	129	145	49	1929.6939	1059	4329	94555	42664	3270
22	137	146	49	2035.2449	1323	3883	99727	34900	2560
23	82	149	49	2194.4694	1276	5604	107529	45005	4328
24	168	151	49	2490.9592	1186	9586	122057	63943	8400
25	92	152	49	2012.551	1138	4995	98615	42853	3857
26	182	153	49	2168.3673	1235	5853	106250	45735	4618
27	152	156	49	2347.8571	1081	5953	115045	62076	4872
28	217	157	49	1948.3469	1018	3752	95469	45587	2734
29	165	161	49	2111.7143	1184	5648	103474	45458	4464
30	204	168	49	2243.0816	1206	7059	109911	50817	5853
31	216	169	49	1836.0816	1287	3121	89968	26905	1834
32	83	171	49	2196.1224	1108	5534	107610	53318	4426
33	167	172	49	1963.7347	1317	4114	96223	31690	2797
34	103	179	49	2136.1224	1298	6048	104670	41068	4750
35	242	182	49	2116.6122	1309	5701	103714	39573	4392
36	192	182	49	2118.1429	1164	6016	103789	46753	4852
37	204	183	49	2169.7959	1208	5187	106320	47128	3979
38	233	185	49	2158.5918	1118	7097	105771	50989	5979
39	95	192	49	1798.1224	1020	3374	88108	38128	2354
40	103	200	49	2048.5714	1154	5818	100380	43834	4664
41	119	208	49	2006.7755	1088	4583	98332	45020	3495
42	111	211	49	2203.9796	1241	6091	107995	47186	4850

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_2.lif - Series018_Crop001Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
1	165	76	49	1861.9796	1044	5283	91237	40081	4239
2	135	91	49	1836.2041	1104	3721	89974	35878	2617
3	261	96	49	1833.6122	1277	3297	89847	27274	2020
4	217	100	49	2111.102	873	5067	103444	60667	4194
5	185	102	49	1761.4286	1082	2716	86310	33292	1634
6	194	107	49	1944.2449	1226	3975	95268	35194	2749
7	177	110	49	2267.6735	1111	4509	111116	56677	3398
8	190	122	49	1886.0816	953	3071	92418	45721	2118
9	116	123	49	2046	1054	4031	100254	48608	2977
10	251	123	49	1915.1837	1300	3556	93844	30144	2256
11	103	127	49	1931.3265	1118	3739	94635	39853	2621
12	83	131	49	2081.3878	1057	4213	101988	50195	3156
13	190	131	49	2014.3061	1181	3527	98701	40832	2346
14	254	134	49	1952.102	1174	3939	95653	38127	2765
15	179	135	49	2040.5918	1301	4158	99989	36240	2857
16	109	140	49	1765.6122	1050	3781	86515	35065	2731
17	221	141	49	2062.6327	1397	3824	101069	32616	2427
18	240	141	49	1897.5102	1070	3308	92978	40548	2238
19	150	147	49	1886.4286	1251	3029	92435	31136	1778
20	203	149	49	1992.9184	917	3783	97653	52720	2866
21	118	151	49	1736.0612	1250	2581	85067	23817	1331
22	233	159	49	2056.0816	1174	4395	100748	43222	3221
23	254	162	49	1820.6735	1244	2880	89213	28257	1636
24	154	167	49	1932.1429	1126	3267	94675	39501	2141
25	270	172	49	2079.4694	1221	3983	101894	42065	2762
26	238	177	49	1911.1837	1224	3800	93648	33672	2576
27	98	179	49	1734.4694	1017	2866	84989	35156	1849
28	191	179	49	2111.3265	1237	4054	103455	42842	2817
29	263	189	49	2176.7755	1268	3865	106662	44530	2597
30	218	200	49	2152.2857	1176	4790	105462	47838	3614
31	251	202	49	1791.4898	1100	2616	87783	33883	1516
32	237	211	49	1971	1127	3296	96579	41356	2169
33	269	213	49	2121.3265	991	4963	103945	55386	3972
34	192	226	49	2089.7143	1206	3805	102396	43302	2599

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_2.lif - Series020_Crop001Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
1	187	189	49	1778.0816	865	4229	87126	44741	3364
2	202	190	49	1441.5102	822	3727	70634	30356	2905
3	211	195	49	1667.2653	833	3300	81696	40879	2467
4	118	196	49	1445.2449	893	2981	70817	27060	2088
5	193	198	49	2390.4286	907	6336	117131	72688	5429
6	126	200	49	1781.6531	959	3479	87301	40310	2520
7	206	202	49	1760.4286	856	3992	86261	44317	3136
8	156	212	49	2160.3469	863	5975	105857	63570	5112
9	193	213	49	1823.3878	868	4159	89346	46814	3291
10	140	217	49	2062.3673	838	5475	101056	59994	4637
11	117	225	49	1542.2857	725	3175	75572	40047	2450
12	177	225	49	2213.7143	850	6434	108472	66822	5584
13	126	232	49	2065.8776	1131	4915	101228	45809	3784
14	106	233	49	1943.898	860	5056	95251	53111	4196
15	140	239	49	2202.2041	708	6204	107908	73216	5496
16	117	239	49	1889.5102	1081	4290	92586	39617	3209
17	151	240	49	1946.8367	801	4784	95395	56146	3983
18	93	255	49	2232.9796	920	5624	109416	64336	4704
19	127	268	49	1690.4898	928	4049	82834	37362	3121
20	136	272	49	1963.7347	892	4886	96223	52515	3994
21	139	282	49	1742.6531	767	3728	85390	47807	2961
22	157	286	49	1836.9184	917	3517	90009	45076	2600
23	117	287	49	1888.551	889	3911	92539	48978	3022
24	103	291	49	2006	737	5872	98294	62181	5135
25	179	300	49	1905.7755	877	4889	93383	50410	4012
26	103	304	49	1728.7755	797	4108	84710	45657	3311
27	157	305	49	2042.102	789	6572	100063	61402	5783
28	188	309	49	1721.2245	812	4228	84340	44552	3416
29	159	313	49	1635.8163	864	3615	80155	37819	2751
30	187	319	49	1816.3061	788	4136	88999	50387	3348
31	139	325	49	2321.9796	814	5995	113777	73891	5181
32	153	328	49	2069.7143	802	5837	101416	62118	5035
33	164	336	49	2109.5306	846	6181	103367	61913	5335
34	153	340	49	2104.6939	879	5286	103130	60059	4407
35	125	340	49	2368.2449	830	6606	116044	75374	5776
36	161	346	49	2039.8776	883	5283	99954	56687	4400
37	168	349	49	2195.8776	960	5963	107598	60558	5003
38	149	354	49	1810.3469	928	4269	88707	43235	3341
39	149	361	49	1702.1429	885	3585	83405	40040	2700
40	138	362	49	2393.5714	807	6794	117285	77742	5987
41	160	364	49	1816.3265	817	4358	89000	48967	3541

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_3.lif - Series022_Crop001Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
1	142	51	49	2280.3265	1347	6010	111736	45733	4663
2	178	54	49	2357.0612	1309	5963	115496	51355	4654
3	144	64	49	2464.8776	1317	8240	120779	56246	6923
4	174	64	49	1998.5714	1310	3411	97930	33740	2101
5	162	75	49	2323.6735	1365	6305	113860	46975	4940
6	113	78	49	2239.0204	1292	5348	109712	46404	4056
7	126	79	49	2340.3061	1434	5587	114675	44409	4153
8	134	78	49	2376.5918	1455	4993	116453	45158	3538
9	141	88	49	2404.9184	1259	6012	117841	56150	4753
10	97	89	49	2251.6531	1347	4999	110331	44328	3652
11	117	95	49	2507.4286	1416	6952	122864	53480	5536
12	125	95	49	2991.102	1504	6786	146564	72868	5282
13	96	97	49	2362.3878	1178	5058	115757	58035	3880
14	74	103	49	2255.3265	1393	4800	110511	42254	3407
15	124	104	49	3037.4082	1547	6682	148833	73030	5135
16	142	106	49	2553.2245	1414	5780	125108	55822	4366
17	83	107	49	2113.9796	1194	4041	103585	45079	2847
18	168	107	49	2276.9592	1390	4407	111571	43461	3017
19	178	106	49	2772.6939	1445	6454	135862	65057	5009
20	158	108	49	2469.6122	1391	5312	121011	52852	3921
21	96	111	49	2571.7755	1413	6190	126017	56780	4777
22	76	115	49	2162.0204	1281	5777	105939	43170	4496
23	147	115	49	2724.3673	1296	6528	133494	69990	5232
24	86	116	49	2269.0612	1373	5034	111184	43907	3661
25	111	116	49	2878.2449	1437	7062	141034	70621	5625
26	144	122	49	2412.5714	1494	6004	118216	45010	4510
27	87	126	49	2964.2449	1643	5779	145248	64741	4136
28	126	127	49	3138.4082	1458	8112	153782	82340	6654
29	154	127	49	2278.7755	1411	4538	111660	42521	3127
30	126	135	49	2281.2041	1285	5867	111779	48814	4582
31	87	137	49	2597.1633	1222	6542	127261	67383	5320
32	96	136	49	2428.7959	1355	6081	119011	52616	4726
33	120	144	49	2212.2449	1352	4459	108400	42152	3107
34	141	143	49	2469.8571	1433	5578	121023	50806	4145
35	178	144	49	2323.5102	1391	5264	113852	45693	3873
36	187	149	49	2426.6531	1470	5748	118906	46876	4278
37	127	153	49	2551.9592	1350	6344	125046	58896	4994
38	136	154	49	2625.2857	1418	6598	128639	59157	5180
39	103	162	49	2169.7959	1333	5764	106320	41003	4431
40	190	162	49	2680.3673	1312	6631	131338	67050	5319
41	169	169	49	2300.7551	1189	5990	112737	54476	4801
42	104	170	49	2243.4694	1291	4500	109930	46671	3209
43	124	171	49	2579.8776	1318	5215	126414	61832	3897
44	150	175	49	2131.7959	1269	4486	104458	42277	3217
45	134	176	49	2278.8776	1176	6232	111665	54041	5056
46	155	185	49	2314.6327	1280	4919	113417	50697	3639
47	123	189	49	2177.8571	1196	4501	106715	48111	3305
48	130	192	49	2413	1352	7157	118237	51989	5805
49	158	195	49	2418.1633	1177	6846	118490	60817	5669
50	151	202	49	2127.1224	1220	4132	104229	44449	2912

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_3.lif - Series022_Crop002Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
1	215	64	49	2637.449	1542	6523	129235	53677	4981
2	209	81	49	3264.0408	1591	9402	159938	81979	7811
3	187	85	49	3200.551	1480	7664	156827	84307	6184
4	194	94	49	3294.8776	1421	11951	161449	91820	10530
5	158	93	49	2514.6735	1534	5238	123219	48053	3704
6	233	95	49	3188.3265	1674	7099	156228	74202	5425
7	165	100	49	3095.9796	1551	9195	151703	75704	7644
8	102	105	49	3024.6735	1332	9480	148209	82941	8148
9	204	108	49	2992.2245	1717	9799	146619	62486	8082
10	141	110	49	2861.8571	1590	6733	140231	62321	5143
11	247	111	49	2812.0408	1546	7580	137790	62036	6034
12	128	113	49	3031.7959	1562	10749	148558	72020	9187
13	139	118	49	2928.0204	1513	9099	143473	69336	7586
