RO_wout20min_mitotic	RO_wout20min_mitotic

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_1.lif - Series003_Crop003Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
5	147	55	49	1125.0408	535	2329	55127	28912	1794
6	122	66	49	2662.3673	618	8542	130456	100174	7924
7	179	71	49	2676.9592	590	9647	131171	102261	9057
8	66	74	49	3066.4694	1151	8769	150257	93858	7618
9	57	75	49	2499.9388	1025	6766	122497	72272	5741
10	107	75	49	2046.2449	618	5667	100266	69984	5049
11	119	77	49	2141.8163	694	5034	104949	70943	4340
12	95	79	49	1602.449	655	4836	78520	46425	4181
13	147	80	49	1585	674	3257	77665	44639	2583
14	104	83	49	2088.7143	693	6082	102347	68390	5389
15	84	91	49	2115.1429	841	6456	103642	62433	5615
16	93	91	49	2416.8776	908	5694	118427	73935	4786
17	50	92	49	2876.6939	799	6621	140958	101807	5822
18	43	98	49	1709.551	686	4986	83768	50154	4300
19	55	101	49	2466.7959	791	6931	120873	82114	6140
20	107	102	49	2463.9796	957	5479	120735	73842	4522
21	73	107	49	2037.3673	837	6350	99831	58818	5513
22	59	116	49	1776.3061	660	5636	87039	54699	4976
23	74	121	49	2119.8571	964	6129	103873	56637	5165
24	42	126	49	2741.1224	813	7474	134315	94478	6661
25	67	129	49	960.8367	582	2744	47081	18563	2162
26	84	129	49	1577.0204	833	3240	77274	36457	2407
27	80	141	49	2557.9184	904	8344	125338	81042	7440
28	48	147	49	2852.5714	983	9476	139776	91609	8493
29	39	151	49	2097.7347	760	4232	102789	65549	3472
30	72	153	49	2958.7143	1075	9309	144977	92302	8234
31	106	157	49	2796.4694	858	9960	137027	94985	9102
32	68	163	49	1869.7755	758	4707	91619	54477	3949
33	86	168	49	2143.5918	791	7275	105036	66277	6484
34	114	169	49	2406.4286	910	5614	117915	73325	4704
35	61	178	49	2721.9184	682	9346	133374	99956	8664
36	72	179	49	1984.2041	744	5153	97226	60770	4409

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_4.lif - Series032_Crop001Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
1	93	107	49	2572.9388	655	6623	126074	93979	5968
2	104	107	49	3167.6122	909	8653	155213	110672	7744
3	129	108	49	2969.2041	859	8274	145491	103400	7415
4	118	111	49	3569.3469	1459	9099	174898	103407	7640
5	197	118	49	2609.7551	728	6644	127878	92206	5916
6	145	130	49	2428.6939	838	6616	119006	77944	5778
7	152	132	49	3968.0612	1059	9138	194435	142544	8079
8	104	143	49	3010.1224	1039	7140	147496	96585	6101
9	161	146	49	3573.1633	816	7574	175085	135101	6758
10	241	150	49	551.6327	412	1314	27030	6842	902
11	179	154	49	2920.3878	1538	4931	143099	67737	3393
12	194	154	49	2461.2449	796	6692	120601	81597	5896
13	150	155	49	3308.2857	1284	6295	162106	99190	5011
14	200	165	49	2420.7551	779	6401	118617	80446	5622
15	122	168	49	3499.0816	1005	9771	171455	122210	8766
16	190	167	49	2753.3061	1183	6177	134912	76945	4994
17	144	172	49	3533.0816	837	7963	173121	132108	7126
18	124	175	49	3117.8571	906	8056	152775	108381	7150
19	113	178	49	2255.2653	752	5829	110508	73660	5077
20	129	184	49	2792.3061	649	8026	136823	105022	7377
21	195	186	49	3818.2041	769	11132	187092	149411	10363
22	155	191	49	2279.3673	632	5972	111689	80721	5340
23	124	193	49	2996.1633	592	9602	146812	117804	9010
24	144	191	49	2862.6735	693	7476	140271	106314	6783
25	182	196	49	2375.5102	734	6628	116400	80434	5894
26	135	218	49	600.5306	476	929	29426	6102	453

==proc_RO_wout20min_CN-GFP_CC-Y3_CA-Dy649_top-dwn_4.lif - Series032_Crop002Batch_BlindDeblur001.tif
count	x-corner	y-corner	area	mean	min	max	area*mean	area*mean-area*min	max-min
1	160	54	49	2215.3469	788	6131	108552	69940	5343
2	151	63	49	2347.7755	979	5186	115041	67070	4207
3	172	63	49	4524.3265	1402	11996	221692	152994	10594
4	204	69	49	2606.6327	952	6147	127725	81077	5195
5	183	73	49	3141.898	766	8376	153953	116419	7610
6	205	88	49	3294.6122	1180	7138	161436	103616	5958
7	175	91	49	4063.2245	1370	9283	199098	131968	7913
8	131	97	49	2510.2041	719	6359	123000	87769	5640
9	223	96	49	3290.8571	1332	9245	161252	95984	7913
10	135	110	49	4577.3265	1164	11214	224289	167253	10050
11	185	111	49	3616.6122	1457	7263	177214	105821	5806
12	124	112	49	1442.2245	811	2864	70669	30930	2053
13	159	115	49	2344.6327	1056	5013	114887	63143	3957
14	200	126	49	3209.6327	1136	7372	157272	101608	6236
15	124	133	49	3238.3265	1071	8342	158678	106199	7271
16	206	133	49	2876.551	866	7715	140951	98517	6849
17	170	134	49	2994.2857	1204	7452	146720	87724	6248
18	134	142	49	1931.5918	924	4780	94648	49372	3856
19	155	142	49	2778.551	1191	4695	136149	77790	3504
20	119	145	49	2144.5918	948	3883	105085	58633	2935
21	195	147	49	2940.3878	1148	6941	144079	87827	5793
22	132	150	49	2877.6531	1024	7302	141005	90829	6278
23	124	152	49	2765.1224	999	6470	135491	86540	5471
24	104	155	49	2566.551	898	5956	125761	81759	5058
25	163	162	49	2305.8367	922	4269	112986	67808	3347
26	201	162	49	4129.1429	1020	10275	202328	152348	9255
27	151	163	49	2813.5918	1089	8043	137866	84505	6954
28	104	167	49	2062.4286	811	5464	101059	61320	4653
29	181	174	49	1218.9184	714	2085	59727	24741	1371
30	159	181	49	2414.3061	1093	6390	118301	64744	5297
31	140	191	49	2349.8367	675	7218	115142	82067	6543
32	150	194	49	2526.4898	646	8054	123798	92144	7408
33	132	213	49	2050.7143	835	5056	100485	59570	4221
